EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1809,37,Travel_Rarely,370,Research & Development,10,Male,58,2,Marketing Director,Single,4213,4992,No,15,3,80,0,10,3,0,8
1812,39,Travel_Frequently,766,Sales,20,Male,83,2,Sales Executive,Divorced,4127,19188,No,18,3,80,1,2,1,2,2
1813,43,Non-Travel,343,Research & Development,9,Male,52,1,Research Scientist,Single,2438,24978,No,13,3,80,0,3,2,1,2
1814,41,Travel_Rarely,447,Research & Development,5,Male,85,2,Brand Representative,Single,6870,15530,No,12,3,80,0,3,2,1,2
1815,41,Travel_Rarely,796,Sales,4,Female,81,3,Sales Executive,Divorced,10447,26458,Yes,13,3,80,1,22,14,13,5
1816,30,Travel_Rarely,1092,Research & Development,10,Female,64,3,Marketing Director,Single,9667,2739,No,14,3,80,0,7,7,0,2
1818,26,Travel_Rarely,920,Human Resources,20,Female,69,1,Human Resources,Married,2148,6889,Yes,11,3,80,0,5,1,1,4
1821,46,Travel_Rarely,261,Research & Development,21,Female,66,2,Brand Representative,Married,8926,10842,No,22,4,80,1,9,7,3,7
1822,40,Travel_Rarely,1194,Research & Development,1,Female,52,2,Brand Representative,Divorced,6513,9060,No,17,3,80,1,5,3,0,3
1823,34,Travel_Rarely,810,Sales,8,Male,92,2,Sales Executive,Married,6799,22128,No,21,4,80,2,10,8,4,8
1824,58,Non-Travel,350,Sales,2,Male,52,4,Manager,Divorced,16291,22577,No,22,4,80,1,16,9,14,14
1826,35,Travel_Rarely,185,Research & Development,23,Male,91,1,Technician,Married,2705,9696,No,16,3,80,1,5,4,0,3
1827,47,Travel_Rarely,1001,Research & Development,4,Female,92,3,Marketing Director,Divorced,10333,19271,Yes,12,3,80,1,22,11,14,10
1829,40,Travel_Rarely,750,Research & Development,12,Female,47,2,Brand Representative,Divorced,4448,10748,No,12,3,80,1,7,4,7,7
1830,54,Travel_Rarely,431,Research & Development,7,Female,68,2,Research Scientist,Married,6854,15696,No,15,3,80,1,7,1,1,7
1833,31,Travel_Frequently,1125,Sales,7,Female,68,3,Sales Executive,Married,9637,8277,No,14,3,80,2,3,2,2,2
1834,28,Travel_Rarely,1217,Research & Development,1,Female,67,1,Research Scientist,Married,3591,12719,No,25,4,80,1,3,2,1,2
1835,38,Travel_Rarely,723,Sales,2,Female,77,2,Sales Representative,Married,5405,4244,Yes,20,4,80,2,4,2,0,3
1836,26,Travel_Rarely,572,Sales,10,Male,46,2,Sales Executive,Single,4684,9125,No,13,3,80,0,5,3,1,2
1837,58,Travel_Frequently,1216,Research & Development,15,Male,87,4,Research Director,Married,15787,21624,Yes,14,3,80,0,2,2,2,2
1839,18,Non-Travel,1431,Research & Development,14,Female,33,1,Research Scientist,Single,1514,8018,No,16,3,80,0,0,0,0,0
1842,31,Travel_Rarely,359,Human Resources,18,Male,89,1,Human Resources,Married,2956,21495,No,17,3,80,0,1,0,0,0
1844,29,Travel_Rarely,350,Human Resources,13,Male,56,1,Human Resources,Divorced,2335,3157,Yes,15,3,80,3,2,2,2,0
1845,45,Non-Travel,589,Sales,2,Female,67,2,Sales Executive,Married,5154,19665,No,22,4,80,2,8,7,5,7
1847,36,Travel_Rarely,430,Research & Development,2,Female,73,2,Research Scientist,Married,6962,19573,Yes,22,4,80,1,1,0,0,0
1849,43,Travel_Frequently,1422,Sales,2,Male,92,2,Sales Executive,Married,5675,19246,No,20,4,80,1,7,7,7,7
1850,27,Travel_Frequently,1297,Research & Development,5,Female,53,1,Technician,Single,2379,19826,Yes,14,3,80,0,5,4,0,2
1852,29,Travel_Frequently,574,Research & Development,20,Male,40,1,Technician,Married,3812,7003,No,13,3,80,0,11,8,3,10
1853,32,Travel_Frequently,1318,Sales,10,Male,79,2,Sales Executive,Single,4648,26075,No,13,3,80,0,0,0,0,0
1854,42,Non-Travel,355,Research & Development,10,Male,38,1,Research Scientist,Married,2936,6161,No,22,4,80,2,6,3,3,3
1856,47,Travel_Rarely,207,Research & Development,9,Female,64,1,Technician,Single,2105,5411,No,12,3,80,0,2,2,2,0
1857,46,Travel_Rarely,706,Research & Development,2,Male,82,3,Marketing Director,Divorced,8578,19989,No,14,3,80,1,9,8,4,7
1858,28,Non-Travel,280,Human Resources,1,Male,43,1,Human Resources,Divorced,2706,10494,No,15,3,80,1,3,2,2,2
1859,29,Travel_Rarely,726,Research & Development,29,Male,93,2,Brand Representative,Divorced,6384,21143,No,17,3,80,2,7,0,1,6
1860,42,Travel_Rarely,1142,Research & Development,8,Male,81,1,Technician,Single,3968,13624,No,13,3,80,0,0,0,0,0
1862,32,Travel_Rarely,414,Sales,2,Male,82,2,Sales Executive,Single,9907,26186,Yes,12,3,80,0,2,2,2,2
1863,46,Travel_Rarely,1319,Sales,3,Female,45,4,Sales Executive,Divorced,13225,7739,No,12,3,80,1,19,17,2,8
1864,27,Travel_Rarely,728,Sales,23,Female,36,2,Sales Representative,Married,3540,7018,No,21,4,80,1,9,8,5,8
1865,29,Travel_Rarely,352,Human Resources,6,Male,87,1,Human Resources,Married,2804,15434,No,11,3,80,0,1,0,0,0
1866,43,Travel_Rarely,823,Research & Development,6,Female,81,5,Manager,Married,19392,22539,No,13,3,80,0,16,12,6,14
1867,48,Travel_Rarely,1224,Research & Development,10,Male,91,5,Research Director,Married,19665,13583,No,12,3,80,0,22,10,12,9
1868,29,Travel_Frequently,459,Research & Development,24,Male,73,1,Research Scientist,Single,2439,14753,Yes,24,4,80,0,1,0,1,0
1869,46,Travel_Rarely,1254,Sales,10,Female,64,3,Sales Executive,Married,7314,14011,No,21,4,80,3,8,7,0,7
1870,27,Travel_Frequently,1131,Research & Development,15,Female,77,1,Research Scientist,Married,4774,23844,No,19,3,80,1,7,6,7,3
1871,39,Travel_Rarely,835,Research & Development,19,Male,41,2,Research Scientist,Divorced,3902,5141,No,14,3,80,3,2,2,2,2
1873,55,Travel_Rarely,836,Research & Development,2,Male,98,1,Research Scientist,Married,2662,7975,No,20,4,80,1,5,2,0,4
1875,28,Travel_Rarely,1172,Sales,3,Female,78,1,Sales Representative,Married,2856,3692,No,19,3,80,1,1,0,0,0
1876,30,Travel_Rarely,945,Sales,9,Male,89,1,Sales Representative,Single,1081,16019,No,13,3,80,0,1,0,0,0
1878,22,Travel_Rarely,391,Research & Development,7,Male,75,1,Research Scientist,Single,2472,26092,Yes,23,4,80,0,1,0,0,0
1880,36,Travel_Rarely,1266,Sales,10,Female,63,2,Sales Executive,Married,5673,6060,Yes,13,3,80,1,10,9,1,7
1881,31,Travel_Rarely,311,Research & Development,20,Male,89,2,Technician,Divorced,4197,18624,No,11,3,80,1,10,8,0,2
1882,34,Travel_Rarely,1480,Sales,4,Male,64,3,Sales Executive,Married,9713,24444,Yes,13,3,80,3,5,3,1,0
1883,29,Travel_Rarely,592,Research & Development,7,Male,59,1,Technician,Single,2062,19384,No,14,3,80,0,3,2,1,2
1885,37,Travel_Rarely,783,Research & Development,7,Male,78,2,Research Scientist,Married,4284,13588,Yes,22,4,80,1,5,3,0,4
1886,35,Travel_Rarely,219,Research & Development,16,Female,44,2,Marketing Director,Married,4788,25388,Yes,11,3,80,0,3,2,0,2
1888,45,Travel_Rarely,556,Research & Development,25,Female,93,2,Marketing Director,Married,5906,23888,No,13,3,80,2,9,8,3,8
1890,36,Travel_Frequently,1213,Human Resources,2,Male,94,2,Human Resources,Single,3886,4223,No,21,4,80,0,10,1,0,8
1892,40,Travel_Rarely,1137,Research & Development,1,Male,98,4,Manager,Divorced,16823,18991,No,11,3,80,1,19,7,11,16
1893,26,Travel_Rarely,482,Research & Development,1,Female,90,1,Research Scientist,Married,2933,14908,Yes,13,3,80,1,1,0,1,0
1898,27,Travel_Rarely,511,Sales,2,Female,89,2,Sales Executive,Single,6500,26997,No,14,3,80,0,8,7,0,7
1900,48,Travel_Frequently,117,Research & Development,22,Female,58,4,Manager,Divorced,17174,2437,No,11,3,80,1,22,17,4,7
1903,44,Travel_Rarely,170,Research & Development,1,Male,78,2,Brand Representative,Married,5033,9364,No,15,3,80,1,2,0,2,2
1905,34,Non-Travel,967,Research & Development,16,Male,85,1,Research Scientist,Married,2307,14460,Yes,23,4,80,1,5,2,3,0
1907,56,Travel_Rarely,1162,Research & Development,24,Male,97,1,Technician,Single,2587,10261,No,16,3,80,0,4,2,1,0
1908,36,Travel_Rarely,335,Sales,17,Male,33,2,Sales Executive,Married,5507,16822,No,16,3,80,2,4,2,1,3
1909,41,Travel_Rarely,337,Sales,8,Female,54,2,Sales Executive,Married,4393,26841,No,21,4,80,1,5,4,1,4
1911,42,Travel_Rarely,1396,Research & Development,6,Male,83,3,Research Director,Married,13348,14842,No,13,3,80,1,13,7,5,7
1912,31,Travel_Rarely,1079,Sales,10,Female,86,2,Sales Executive,Divorced,6583,20115,Yes,11,3,80,1,5,2,1,4
1915,34,Travel_Rarely,735,Sales,3,Female,75,2,Sales Executive,Married,8103,16495,Yes,12,3,80,0,4,2,0,1
1916,31,Travel_Rarely,471,Research & Development,4,Female,62,1,Technician,Divorced,3978,16031,No,12,3,80,1,2,2,2,2
1918,26,Travel_Frequently,1096,Research & Development,6,Male,61,1,Technician,Married,2544,7102,No,18,3,80,1,7,7,7,7
1922,45,Travel_Frequently,1297,Research & Development,1,Male,44,2,Brand Representative,Single,5399,14511,No,12,3,80,0,4,2,0,3
1924,33,Travel_Rarely,217,Sales,10,Male,43,2,Sales Executive,Single,5487,10410,No,14,3,80,0,10,4,0,9
1927,28,Travel_Frequently,783,Sales,1,Male,42,2,Sales Executive,Married,6834,19255,Yes,12,3,80,1,7,7,0,7
1928,29,Travel_Frequently,746,Sales,24,Male,45,1,Sales Representative,Single,1091,10642,No,17,3,80,0,1,0,0,0
1929,39,Non-Travel,1251,Sales,21,Female,32,2,Sales Executive,Married,5736,3987,No,19,3,80,1,3,2,1,2
1931,27,Travel_Rarely,1354,Research & Development,2,Male,41,1,Research Scientist,Married,2226,6073,No,11,3,80,1,5,3,1,2
1932,34,Travel_Frequently,735,Research & Development,22,Male,86,2,Research Scientist,Married,5747,26496,Yes,15,3,80,0,15,10,6,11
1933,28,Travel_Rarely,1475,Sales,13,Female,84,2,Sales Executive,Single,9854,23352,Yes,11,3,80,0,2,0,2,2
1934,47,Non-Travel,1169,Research & Development,14,Male,64,2,Research Scientist,Married,5467,2125,No,18,3,80,1,8,7,1,7
1935,56,Travel_Rarely,1443,Sales,11,Female,89,2,Sales Executive,Married,5380,20328,No,16,3,80,1,0,0,0,0
1936,39,Travel_Rarely,867,Research & Development,9,Male,87,2,Marketing Director,Married,5151,12315,No,25,4,80,1,10,0,7,9
1937,38,Travel_Frequently,1394,Research & Development,8,Female,58,2,Research Scientist,Divorced,2133,18115,Yes,16,3,80,1,20,11,0,7
1938,58,Travel_Rarely,605,Sales,21,Female,72,4,Manager,Married,17875,11761,Yes,13,3,80,1,1,0,0,0
1939,32,Travel_Frequently,238,Research & Development,5,Female,47,1,Research Scientist,Single,2432,15318,Yes,14,3,80,0,4,1,0,3
1940,38,Travel_Rarely,1206,Research & Development,9,Male,71,1,Research Scientist,Divorced,4771,14293,No,19,3,80,2,5,2,0,3
1941,49,Travel_Frequently,1064,Research & Development,2,Male,42,5,Research Director,Married,19161,13738,No,15,3,80,0,5,4,4,3
1943,42,Travel_Rarely,419,Sales,12,Male,77,2,Sales Executive,Divorced,5087,2900,Yes,12,3,80,2,0,0,0,0
1944,27,Travel_Frequently,1337,Human Resources,22,Female,58,1,Human Resources,Married,2863,19555,No,12,3,80,0,1,0,0,0
1945,35,Travel_Rarely,682,Sales,18,Male,71,2,Sales Executive,Married,5561,15975,No,16,3,80,1,5,3,0,4
1947,28,Non-Travel,1103,Research & Development,16,Male,49,1,Research Scientist,Single,2144,2122,No,14,3,80,0,5,3,1,4
1948,31,Non-Travel,976,Research & Development,3,Male,48,1,Research Scientist,Divorced,3065,3995,Yes,13,3,80,1,4,2,2,3
1949,36,Non-Travel,1351,Research & Development,9,Male,66,1,Technician,Married,2810,9238,No,22,4,80,0,5,4,0,2
1950,34,Travel_Rarely,937,Sales,1,Male,32,3,Sales Executive,Single,9888,6770,No,21,4,80,0,14,8,2,1
1951,34,Travel_Rarely,1239,Sales,13,Male,39,3,Sales Executive,Divorced,8628,22914,No,18,3,80,1,8,7,1,1
1952,26,Travel_Rarely,157,Research & Development,1,Male,95,1,Technician,Single,2867,20006,No,13,3,80,0,7,7,7,6
1954,29,Travel_Rarely,136,Research & Development,1,Male,89,2,Brand Representative,Married,5373,6225,No,12,3,80,1,5,3,0,2
1955,32,Non-Travel,1146,Research & Development,15,Female,34,2,Brand Representative,Divorced,6667,16542,No,18,3,80,1,5,1,1,2
1956,31,Travel_Frequently,1125,Research & Development,1,Male,48,2,Research Scientist,Married,5003,5771,No,21,4,80,0,10,8,8,7
1960,28,Travel_Rarely,1404,Research & Development,17,Male,32,1,Technician,Divorced,2367,18779,No,12,3,80,1,4,1,0,3
1961,38,Travel_Rarely,1404,Sales,1,Male,59,1,Sales Representative,Single,2858,11473,No,14,3,80,0,1,0,0,0
1962,35,Travel_Rarely,1224,Sales,7,Female,55,2,Sales Executive,Married,5204,13586,Yes,11,3,80,0,10,8,0,9
1965,27,Travel_Rarely,954,Sales,9,Male,44,2,Sales Executive,Single,4105,5099,No,14,3,80,0,7,7,0,7
1966,32,Travel_Rarely,1373,Research & Development,5,Male,56,2,Marketing Director,Single,9679,10138,No,24,4,80,0,1,0,0,0
1967,31,Travel_Frequently,754,Sales,26,Male,63,2,Sales Executive,Married,5617,21075,Yes,11,3,80,0,10,7,0,8
1968,53,Travel_Rarely,1168,Sales,24,Male,66,3,Sales Executive,Single,10448,5843,Yes,13,3,80,0,2,2,2,2
1969,54,Travel_Rarely,155,Research & Development,9,Female,67,2,Research Scientist,Married,2897,22474,No,11,3,80,2,4,3,2,3
1970,33,Travel_Frequently,1303,Research & Development,7,Male,36,2,Brand Representative,Divorced,5968,18079,No,20,4,80,3,9,7,2,8
1971,43,Travel_Rarely,574,Research & Development,11,Male,30,3,Brand Representative,Married,7510,16873,No,17,3,80,1,10,9,0,9
1972,38,Travel_Frequently,1444,Human Resources,1,Male,88,1,Human Resources,Married,2991,5224,Yes,11,3,80,1,6,2,1,2
1973,55,Travel_Rarely,189,Human Resources,26,Male,71,5,Manager,Married,19636,25811,Yes,18,3,80,1,10,9,1,4
1974,31,Travel_Rarely,1276,Research & Development,2,Female,59,1,Technician,Divorced,1129,17536,Yes,11,3,80,3,1,0,0,0
1975,39,Travel_Rarely,119,Sales,15,Male,77,4,Sales Executive,Single,13341,25098,No,12,3,80,0,20,8,11,10
1976,42,Non-Travel,335,Research & Development,23,Male,37,2,Research Scientist,Single,4332,14811,No,12,3,80,0,20,9,3,7
1979,31,Non-Travel,697,Research & Development,10,Female,40,3,Research Director,Married,11031,26862,No,20,4,80,1,11,7,4,8
1980,54,Travel_Rarely,157,Research & Development,10,Female,77,2,Marketing Director,Single,4440,25198,Yes,19,3,80,0,5,2,1,4
1981,24,Travel_Rarely,771,Research & Development,1,Male,45,2,Brand Representative,Single,4617,14120,No,12,3,80,0,4,3,1,2
1982,23,Travel_Rarely,571,Research & Development,12,Male,78,1,Technician,Single,2647,13672,No,13,3,80,0,5,2,1,4
1985,40,Travel_Frequently,692,Research & Development,11,Female,73,2,Technician,Married,6323,26849,No,11,3,80,1,10,9,9,4
1986,40,Travel_Rarely,444,Sales,2,Female,92,2,Sales Executive,Married,5677,4258,No,14,3,80,1,11,8,5,10
1987,25,Travel_Rarely,309,Human Resources,2,Female,82,1,Human Resources,Married,2187,19655,No,14,3,80,0,2,0,1,2
1989,30,Travel_Rarely,911,Research & Development,1,Male,76,1,Technician,Married,3748,4077,No,13,3,80,0,12,8,1,7
1992,25,Travel_Rarely,977,Research & Development,2,Male,57,1,Technician,Divorced,3977,7298,Yes,19,3,80,1,2,2,0,2
1993,47,Travel_Rarely,1180,Research & Development,25,Male,84,3,Brand Representative,Single,8633,13084,No,23,4,80,0,17,14,12,11
1994,33,Non-Travel,1313,Research & Development,1,Male,59,1,Technician,Divorced,2008,20439,No,12,3,80,3,1,1,0,0
1995,38,Travel_Rarely,1321,Sales,1,Male,86,2,Sales Executive,Married,4440,7636,No,15,3,80,2,15,13,5,8
1996,31,Travel_Rarely,1154,Sales,2,Male,54,1,Sales Representative,Married,3067,6393,No,19,3,80,1,2,2,1,2
1997,38,Travel_Frequently,508,Research & Development,6,Male,72,2,Marketing Director,Married,5321,14284,No,11,3,80,1,8,3,7,7
1998,42,Travel_Rarely,557,Research & Development,18,Male,35,2,Research Scientist,Divorced,5410,11189,Yes,17,3,80,1,4,3,1,2
1999,41,Travel_Rarely,642,Research & Development,1,Male,76,1,Research Scientist,Married,2782,21412,No,22,4,80,1,5,3,1,0
2000,47,Non-Travel,1162,Research & Development,1,Female,98,3,Research Director,Married,11957,17231,No,18,3,80,2,13,8,5,12
2003,35,Travel_Rarely,1490,Research & Development,11,Male,43,1,Technician,Married,2660,20232,Yes,11,3,80,1,2,2,2,2
2007,22,Travel_Rarely,581,Research & Development,1,Male,63,1,Research Scientist,Single,3375,17624,No,12,3,80,0,3,2,1,2
2008,35,Travel_Rarely,1395,Research & Development,9,Male,48,2,Research Scientist,Single,5098,18698,No,19,3,80,0,10,7,0,8
2009,33,Travel_Rarely,501,Research & Development,15,Female,95,2,Brand Representative,Married,4878,21653,Yes,13,3,80,1,9,7,8,1
2010,32,Travel_Rarely,267,Research & Development,29,Female,49,1,Technician,Single,2837,15919,No,13,3,80,0,6,2,4,1
2012,40,Travel_Rarely,543,Research & Development,1,Male,83,1,Technician,Married,2406,4060,No,19,3,80,2,1,0,0,0
2013,32,Travel_Rarely,234,Sales,1,Male,68,1,Sales Representative,Married,2269,18024,No,14,3,80,1,2,2,2,2
2014,39,Travel_Rarely,116,Research & Development,24,Male,52,2,Research Scientist,Single,4108,5340,No,13,3,80,0,7,7,1,7
2015,38,Travel_Rarely,201,Research & Development,10,Female,99,3,Research Director,Married,13206,3376,No,12,3,80,1,18,16,1,11
2016,32,Travel_Rarely,801,Sales,1,Female,48,3,Sales Executive,Married,10422,24032,No,19,3,80,2,14,10,5,7
2017,37,Travel_Rarely,161,Research & Development,10,Female,42,3,Research Director,Married,13744,15471,Yes,25,4,80,1,16,11,6,8
2018,25,Travel_Rarely,1382,Sales,8,Female,85,2,Sales Executive,Divorced,4907,13684,Yes,22,4,80,1,5,3,0,4
2019,52,Non-Travel,585,Sales,29,Male,40,1,Sales Representative,Divorced,3482,19788,No,15,3,80,2,9,8,0,0
2020,44,Travel_Rarely,1037,Research & Development,1,Male,42,1,Research Scientist,Single,2436,13422,Yes,12,3,80,0,4,3,1,2
2021,21,Travel_Rarely,501,Sales,5,Male,58,1,Sales Representative,Single,2380,25479,Yes,11,3,80,0,2,2,1,2
2022,39,Non-Travel,105,Research & Development,9,Male,87,5,Manager,Single,19431,15302,No,13,3,80,0,6,0,1,3
2023,23,Travel_Frequently,638,Sales,9,Male,33,1,Sales Representative,Married,1790,26956,No,19,3,80,1,1,0,1,0
2024,36,Travel_Rarely,557,Sales,3,Female,94,3,Sales Executive,Married,7644,12695,No,19,3,80,2,9,7,3,4
2025,36,Travel_Frequently,688,Research & Development,4,Female,97,2,Marketing Director,Divorced,5131,9192,No,13,3,80,3,4,2,0,2
2026,56,Non-Travel,667,Research & Development,1,Male,57,2,Brand Representative,Divorced,6306,26236,No,21,4,80,1,13,12,1,9
2027,29,Travel_Rarely,1092,Research & Development,1,Male,36,1,Research Scientist,Married,4787,26124,Yes,14,3,80,3,2,2,2,2
2031,42,Travel_Rarely,300,Research & Development,2,Male,56,5,Manager,Married,18880,17312,No,11,3,80,0,22,6,4,14
2032,56,Travel_Rarely,310,Research & Development,7,Male,72,1,Technician,Married,2339,3666,No,11,3,80,1,10,9,9,8
2034,41,Travel_Rarely,582,Research & Development,28,Female,60,4,Marketing Director,Married,13570,5640,No,23,4,80,1,20,7,0,10
2035,34,Travel_Rarely,704,Sales,28,Female,95,2,Sales Executive,Married,6712,8978,No,21,4,80,2,8,7,1,7
2036,36,Non-Travel,301,Sales,15,Male,88,2,Sales Executive,Divorced,5406,10436,No,24,4,80,1,15,12,11,11
2037,41,Travel_Rarely,930,Sales,3,Male,57,2,Sales Executive,Divorced,8938,12227,No,11,3,80,1,5,4,0,4
2038,32,Travel_Rarely,529,Research & Development,2,Male,78,1,Research Scientist,Single,2439,11288,No,14,3,80,0,4,2,1,2
2040,35,Travel_Rarely,1146,Human Resources,26,Female,31,3,Human Resources,Single,8837,16642,Yes,16,3,80,0,9,0,1,7
2041,38,Travel_Rarely,345,Sales,10,Female,100,2,Sales Executive,Married,5343,5982,No,11,3,80,1,10,7,1,9
2044,50,Travel_Frequently,878,Sales,1,Male,94,2,Sales Executive,Divorced,6728,14255,No,12,3,80,2,6,3,0,1
2045,36,Travel_Rarely,1120,Sales,11,Female,100,2,Sales Executive,Married,6652,14369,No,13,3,80,1,6,3,0,0
2046,45,Travel_Rarely,374,Sales,20,Female,50,2,Sales Executive,Single,4850,23333,No,15,3,80,0,5,3,0,1
2048,40,Travel_Rarely,1322,Research & Development,2,Male,52,1,Research Scientist,Single,2809,2725,No,14,3,80,0,2,2,2,2
2049,35,Travel_Frequently,1199,Research & Development,18,Male,80,2,Brand Representative,Married,5689,24594,Yes,14,3,80,2,10,2,0,2
2051,40,Travel_Rarely,1194,Research & Development,2,Female,98,1,Research Scientist,Married,2001,12549,No,14,3,80,3,5,3,0,2
2052,35,Travel_Rarely,287,Research & Development,1,Female,62,1,Research Scientist,Married,2977,8952,No,12,3,80,1,4,3,1,1
2053,29,Travel_Rarely,1378,Research & Development,13,Male,46,2,Technician,Married,4025,23679,Yes,13,3,80,1,4,3,0,3
2054,29,Travel_Rarely,468,Research & Development,28,Female,73,1,Research Scientist,Single,3785,8489,No,14,3,80,0,5,4,0,4
2055,50,Travel_Rarely,410,Sales,28,Male,39,3,Sales Executive,Divorced,10854,16586,Yes,13,3,80,1,3,2,2,0
2056,39,Travel_Rarely,722,Sales,24,Female,60,4,Sales Executive,Married,12031,8828,No,11,3,80,1,20,9,9,6
2057,31,Non-Travel,325,Research & Development,5,Male,74,2,Marketing Director,Single,9936,3787,No,19,3,80,0,9,4,1,7
2060,26,Travel_Rarely,1167,Sales,5,Female,30,1,Sales Representative,Single,2966,21378,No,18,3,80,0,4,2,0,0
2061,36,Travel_Frequently,884,Research & Development,23,Male,41,2,Technician,Married,2571,12290,No,17,3,80,1,5,2,0,3
2062,39,Travel_Rarely,613,Research & Development,6,Male,42,3,Brand Representative,Married,9991,21457,No,15,3,80,1,7,7,1,7
2064,27,Travel_Rarely,155,Research & Development,4,Male,87,2,Marketing Director,Married,6142,5174,Yes,20,4,80,1,6,2,0,3
2065,49,Travel_Frequently,1023,Sales,2,Male,63,2,Sales Executive,Married,5390,13243,No,14,3,80,0,9,6,0,8
2068,34,Travel_Rarely,628,Research & Development,8,Male,82,2,Technician,Married,4404,10228,No,12,3,80,0,4,3,1,2
